,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour
3285,3896,-0.164427,51.54512,POINT (527381.7750048357 184510.3363824977),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),2 dark,1 fine,1 road-dry,9 unknown (s/r),9 unknown (s/r),2018,2,17
3286,3897,-0.144104,51.5448,POINT (528791.8359683477 184510.3065708509),3 slight,1,Tuesday,2 one-way st,2 30 mph,6 crossroads,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,15
3287,3899,-0.178532,51.552705,POINT (526382.7552428683 185329.3783901141),3 slight,1,Monday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,8 other,1 road-dry,0 none,0 none,2019,8,20
3288,3902,-0.12669,51.515837,POINT (530081.7597754506 181320.2889898637),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,15
3289,3907,-0.108273,51.522016,POINT (531341.8103429965 182040.2856606935),3 slight,1,Thursday,3 dual cwy,1 <= 20 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,1,17
3290,3909,-0.135919,51.543951,POINT (529361.7771065643 184430.3247739754),3 slight,1,Friday,6 single cwy,2 30 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,4,9
3291,3910,-0.13099,51.527326,POINT (529750.7826170409 182590.2799331989),3 slight,1,Friday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,13
3292,3911,-0.144669,51.542615,POINT (528758.8223511084 184266.3314435021),2 serious,1,Wednesday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,5,21
3293,3912,-0.140829,51.528571,POINT (529064.7824766318 182711.3415085406),3 slight,3,Friday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,9 unknown (s/r),1 daylight,5 raining/high winds,2 road-wet,9 unknown (s/r),0 none,2019,12,22
3294,3914,-0.140777,51.54151,POINT (529031.8236977427 184150.3026978775),3 slight,1,Thursday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,12,11
3295,3915,-0.181552,51.5533,POINT (526171.7433673983 185390.3359296996),3 slight,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,15
3296,3917,-0.144478,51.539159,POINT (528781.8146534776 183882.3455517766),3 slight,1,Wednesday,9 unknown,1 <= 20 mph,9 other jun,9 unknown (s/r),9 unknown (s/r),2 dark,1 fine,1 road-dry,0 none,0 none,2019,9,18
3297,3919,-0.12952,51.527663,POINT (529851.791058375 182630.3612585036),3 slight,1,Friday,6 single cwy,2 30 mph,9 other jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,2 road-wet,0 none,0 none,2018,9,19
3298,3921,-0.172344,51.559902,POINT (526791.7499553864 186140.4210837931),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,12,15
3299,3922,-0.13178,51.527753,POINT (529694.7718814438 182636.3644961679),3 slight,1,Wednesday,7 slip rd,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,12
3300,3924,-0.195643,51.539849,POINT (525231.7674869309 183870.324797483),3 slight,2,Wednesday,6 single cwy,2 30 mph,9 other jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,17
3301,3925,-0.158525,51.544848,POINT (527791.7702622266 184490.37408343),3 slight,1,Friday,9 unknown,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,9 unknown,2 road-wet,0 none,0 none,2017,12,18
3302,3926,-0.174894,51.539438,POINT (526671.7758569411 183860.311959427),3 slight,1,Monday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,7,18
3303,3927,-0.176545,51.545039,POINT (526541.7587581283 184480.3144997599),2 serious,2,Wednesday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,1 daylight,2 raining,1 road-dry,0 none,0 none,2017,6,12
3304,3928,-0.150464,51.541619,POINT (528359.7866462129 184145.3964139594),3 slight,1,Thursday,7 slip rd,1 <= 20 mph,5 slip road,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,8,9
3305,3929,-0.122405,51.518376,POINT (530371.818873012 181610.253978805),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,7,20
3306,3932,-0.112096,51.523696,POINT (531071.7778165307 182220.2579304149),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,19
3307,3933,-0.129195,51.528557,POINT (529871.7925487645 182730.3538030891),3 slight,1,Monday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,5,17
3308,3934,-0.168567,51.553368,POINT (527071.7499980751 185420.3578424045),3 slight,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,18
3309,3935,-0.124633,51.527315,POINT (530191.7668034092 182600.3395305882),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2017,2,22
3310,3936,-0.126354,51.520508,POINT (530091.7726755338 181840.3177454846),2 serious,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,9
3311,3937,-0.158519,51.54143,POINT (527801.7544295302 184110.2876934698),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,4,13
3312,3940,-0.191041,51.554076,POINT (525511.7753732828 185460.3192088181),3 slight,2,Thursday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2016,12,13
3313,3941,-0.129296,51.547173,POINT (529811.8508292708 184800.3476080107),3 slight,1,Tuesday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,11,9
3314,3942,-0.120193,51.516093,POINT (530531.8056770469 181360.3163956042),3 slight,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,15
3315,3945,-0.149182,51.571076,POINT (528365.7910756259 187423.3974752476),3 slight,1,Thursday,1 roundabout,1 <= 20 mph,1 roundabout,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,8 other,2 road-wet,0 none,0 none,2019,3,21
3316,3946,-0.14937,51.542995,POINT (528431.7773155775 184300.3321057208),2 serious,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,1,15
3317,3948,-0.116324,51.524286,POINT (530776.7910613159 182278.309101798),2 serious,1,Monday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,2 raining,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2019,8,9
3318,3949,-0.11418,51.522435,POINT (530930.8240744695 182076.3023852309),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2019,12,17
3319,3950,-0.145949,51.570368,POINT (528591.8295206528 187350.3400668043),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,7
3320,3951,-0.10542,51.518517,POINT (531549.8052397111 181656.3059107252),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,9 unknown (s/r),9 unknown (s/r),2 dark,1 fine,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2017,2,18
3321,3952,-0.1322,51.518533,POINT (529691.8105316015 181610.3221375708),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,2,15
3322,3953,-0.121054,51.516196,POINT (530471.7737337939 181370.2361821349),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2015,12,16
3323,3954,-0.152515,51.543674,POINT (528211.79197169 184370.3276251279),3 slight,1,Monday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2015,5,9
3324,3955,-0.136088,51.525699,POINT (529401.7689251358 182400.3306661865),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,2 road-wet,0 none,0 none,2015,1,4
3325,3956,-0.16915,51.553197,POINT (527031.80911712 185400.3299879584),3 slight,2,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,10,21
3326,3957,-0.197182,51.559297,POINT (525071.7406317252 186030.4107678108),3 slight,3,Sunday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2016,11,19
3327,3959,-0.131668,51.542085,POINT (529661.8399110251 184230.3377914293),3 slight,2,Monday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,16
3328,3960,-0.131956,51.535075,POINT (529661.7745876807 183450.2876682305),3 slight,1,Friday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,2 raining,2 road-wet,0 none,0 none,2017,2,16
3329,3961,-0.152585,51.563315,POINT (528151.7710751788 186554.3737839526),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,6
3330,3962,-0.180976,51.548552,POINT (526224.8055838341 184863.3279103406),3 slight,1,Sunday,2 one-way st,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2019,4,22
3331,3963,-0.146804,51.570652,POINT (528531.7779705056 187380.4202879209),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,8 other,1 road-dry,0 none,0 none,2018,2,12
3332,3964,-0.192894,51.537541,POINT (525428.7407120032 183618.3693025315),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,3,0
3333,3965,-0.139441,51.535374,POINT (529141.8202184738 183470.3096180828),3 slight,2,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2015,7,13
3334,3966,-0.161067,51.554402,POINT (527588.8013737117 185548.3889861888),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,11
3335,3967,-0.131387,51.534886,POINT (529701.7733578215 183430.277877095),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,4,12
3336,3968,-0.138622,51.527178,POINT (529221.8077158914 182560.3265968908),3 slight,1,Sunday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,2 other object in cwy,2017,8,18
3337,3970,-0.19215,51.551576,POINT (525441.7655625325 185180.4056354171),3 slight,1,Sunday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2015,9,20
3338,3971,-0.126523,51.516374,POINT (530091.8178341675 181380.3019173334),3 slight,1,Monday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,12,9
3339,3972,-0.177607,51.565379,POINT (526411.7638478463 186740.3879628929),3 slight,2,Sunday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,7,21
3340,3973,-0.12611,51.522932,POINT (530101.7972272084 182110.3088248462),3 slight,1,Sunday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,9 unknown,1 road-dry,0 none,0 none,2016,9,6
3341,3974,-0.118582,51.523711,POINT (530621.7989367772 182210.337109965),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2017,6,18
3342,3975,-0.136252,51.532266,POINT (529371.7906777845 183130.3169485944),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,12,18
3343,3976,-0.190901,51.553984,POINT (525521.7338905695 185450.32838128),3 slight,1,Monday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,12,9
3344,3977,-0.133668,51.526362,POINT (529567.7576141816 182478.3378150179),2 serious,1,Friday,3 dual cwy,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,14
3345,3978,-0.131931,51.518079,POINT (529711.7621150438 181560.3120617779),3 slight,1,Monday,2 one-way st,2 30 mph,5 slip road,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,17
3346,3979,-0.158659,51.549013,POINT (527770.8199228449 184953.3070738474),2 serious,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,0 none,2019,6,10
3347,3980,-0.135214,51.51885,POINT (529481.8058667174 181640.2407411477),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,4,21
3348,3982,-0.19217,51.554723,POINT (525431.7293402221 185530.3338383527),3 slight,2,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,7,20
3349,3983,-0.146916,51.535942,POINT (528621.8079890595 183520.3162643802),2 serious,1,Monday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,10,16
3350,3984,-0.108849,51.522025,POINT (531301.8257274495 182040.2536044935),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,8,8
3351,3985,-0.190527,51.556137,POINT (525541.7382718005 185690.39434607),3 slight,1,Friday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,9,7
3352,3987,-0.141051,51.552486,POINT (528981.8047446721 185370.3980667461),2 serious,2,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2018,11,22
3353,3988,-0.195503,51.539757,POINT (525241.7283450885 183860.3334031056),3 slight,2,Wednesday,6 single cwy,2 30 mph,7 multi jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,13
3354,3990,-0.141055,51.552396,POINT (528981.7818018927 185360.3826250039),2 serious,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2017,3,19
3355,3991,-0.118445,51.527036,POINT (530621.7945648896 182580.3334256503),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,11
3356,3993,-0.128633,51.528188,POINT (529911.8241032294 182690.316483326),3 slight,2,Wednesday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2016,8,22
3357,3995,-0.114152,51.52346,POINT (530929.8288344061 182190.3360221006),3 slight,1,Wednesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2019,1,10
3358,3996,-0.141527,51.524175,POINT (529028.7835857922 182221.2589996088),3 slight,1,Monday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,2,16
3359,3999,-0.141934,51.552752,POINT (528919.8377652146 185398.4230015597),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,15
3360,4000,-0.134139,51.526117,POINT (529535.7807767347 182450.2596287606),3 slight,1,Tuesday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,6,14
3361,4001,-0.124237,51.529916,POINT (530211.8201099492 182890.2845493421),3 slight,1,Sunday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,15
3362,4002,-0.149149,51.537776,POINT (528461.785299493 183720.3446377034),3 slight,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,16
3363,4003,-0.146942,51.535313,POINT (528621.7765104383 183450.3231674222),3 slight,2,Sunday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,5,7
3364,4004,-0.206028,51.550799,POINT (524481.7415097118 185070.3104766943),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,9 unknown (s/r),0 none,2016,12,12
3365,4006,-0.135038,51.521402,POINT (529486.7836498097 181924.3438613972),2 serious,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,10
3366,4010,-0.118135,51.521258,POINT (530659.8229037968 181938.3522282556),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),2 dark,9 unknown,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2018,8,18
3367,4015,-0.186353,51.545011,POINT (525861.7643651974 184460.2942954591),3 slight,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,1 road-dry,0 none,0 none,2018,6,9
3368,4016,-0.178889,51.558564,POINT (526341.7829602325 185980.3120168998),3 slight,2,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2017,6,15
3369,4017,-0.189347,51.534995,POINT (525681.7320231452 183341.3238850562),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,3,18
3370,4018,-0.138166,51.52494,POINT (529259.7709537168 182312.2570648271),3 slight,1,Friday,6 single cwy,2 30 mph,6 crossroads,1 auth person,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2019,11,0
3371,4019,-0.118236,51.520216,POINT (530655.7959442837 181822.2979781183),3 slight,1,Tuesday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,2,17
3372,4021,-0.138179,51.533088,POINT (529235.8126356833 183218.3237895151),3 slight,1,Sunday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,2,19
3373,4022,-0.108832,51.522097,POINT (531302.7981325284 182048.2907290879),2 serious,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,8,19
3374,4025,-0.17907,51.541751,POINT (526375.7807071013 184110.3120855064),3 slight,1,Wednesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,12
3375,4026,-0.130348,51.5479,POINT (529736.8442668372 184879.3281614833),2 serious,1,Tuesday,3 dual cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,3,14
3376,4028,-0.139204,51.534111,POINT (529161.8290787627 183330.2769337254),3 slight,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,2 dark,1 fine,1 road-dry,9 unknown (s/r),9 unknown (s/r),2017,3,18
3377,4031,-0.147577,51.533884,POINT (528581.7609416794 183290.2971609593),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,9 other jun,3 stop sign,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,10,22
3378,4032,-0.192572,51.537284,POINT (525451.7774603884 183590.3412904988),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,8
